1.508,2.015,0.832,0.708,0.817,1.671,0.372,0.163,0.21,1.306,1.508,2.015,0.832,0.708,0.817,1.671,0.372,0.163,0.21,1.306,66.31,D
1.504,2.009,0.821,0.695,0.826,1.668,0.382,0.16,0.222,1.298,1.504,2.009,0.821,0.695,0.826,1.668,0.382,0.16,0.222,1.298,53.31,D
1.515,2.013,0.819,0.707,0.823,1.673,0.376,0.152,0.225,1.304,1.515,2.013,0.819,0.707,0.823,1.673,0.376,0.152,0.225,1.304,59.506,D
1.539,2.071,0.843,0.707,0.859,1.647,0.351,0.166,0.185,1.305,1.539,2.071,0.843,0.707,0.859,1.647,0.351,0.166,0.185,1.305,65.391,D
1.526,2.028,0.846,0.718,0.825,1.656,0.357,0.17,0.189,1.304,1.526,2.028,0.846,0.718,0.825,1.656,0.357,0.17,0.189,1.304,38.079,D
1.506,2.018,0.842,0.705,0.82,1.666,0.375,0.179,0.197,1.295,1.506,2.018,0.842,0.705,0.82,1.666,0.375,0.179,0.197,1.295,30.463,D
1.321,3.93,0.548,0.438,0.891,3.935,0.649,0.252,0.533,3.435,1.321,3.93,0.548,0.438,0.891,3.935,0.649,0.252,0.533,3.435,129.201,E
1.28,3.864,0.554,0.409,0.876,3.96,0.685,0.242,0.527,3.402,1.28,3.864,0.554,0.409,0.876,3.96,0.685,0.242,0.527,3.402,131.4,E
1.276,3.623,0.659,0.456,0.825,3.865,0.672,0.296,0.423,3.339,1.276,3.623,0.659,0.456,0.825,3.865,0.672,0.296,0.423,3.339,127.004,E
1.253,3.734,0.553,0.304,0.961,3.575,0.742,0.328,0.489,3,1.253,3.734,0.553,0.304,0.961,3.575,0.742,0.328,0.489,3,134.272,E
1.319,3.854,0.585,0.353,0.975,3.602,0.678,0.308,0.453,3.07,1.319,3.854,0.585,0.353,0.975,3.602,0.678,0.308,0.453,3.07,130.43,E
1.208,3.512,0.541,0.341,0.875,3.639,0.766,0.317,0.56,3.051,1.208,3.512,0.541,0.341,0.875,3.639,0.766,0.317,0.56,3.051,129.85,E
1.324,3.714,0.588,0.384,0.944,3.545,0.667,0.295,0.461,3.055,1.324,3.714,0.588,0.384,0.944,3.545,0.667,0.295,0.461,3.055,127.413,E
1.282,3.687,0.573,0.365,0.922,3.626,0.699,0.289,0.487,3.092,1.282,3.687,0.573,0.365,0.922,3.626,0.699,0.289,0.487,3.092,127.64,E
1.296,3.739,0.55,0.372,0.951,3.541,0.697,0.312,0.493,3.009,1.296,3.739,0.55,0.372,0.951,3.541,0.697,0.312,0.493,3.009,128.222,E
1.357,3.851,0.607,0.41,0.959,3.602,0.645,0.312,0.432,3.166,1.357,3.851,0.607,0.41,0.959,3.602,0.645,0.312,0.432,3.166,125.1,E
1.333,3.825,0.538,0.315,1.024,3.44,0.679,0.284,0.483,2.907,1.333,3.825,0.538,0.315,1.024,3.44,0.679,0.284,0.483,2.907,126.606,E
1.246,3.619,0.563,0.309,0.955,3.47,0.749,0.344,0.477,2.892,1.246,3.619,0.563,0.309,0.955,3.47,0.749,0.344,0.477,2.892,128.456,E
1.29,3.576,0.578,0.376,0.933,3.436,0.701,0.301,0.459,2.927,1.29,3.576,0.578,0.376,0.933,3.436,0.701,0.301,0.459,2.927,126.827,E
