1.565,1.898,0.829,0.709,0.871,1.378,0.387,0.167,0.22,1.035,1.565,1.898,0.829,0.709,0.871,1.378,0.387,0.167,0.22,1.035,66.761
1.585,1.937,0.837,0.718,0.878,1.405,0.373,0.166,0.207,1.068,1.585,1.937,0.837,0.718,0.878,1.405,0.373,0.166,0.207,1.068,69.857
1.57,1.861,0.838,0.719,0.871,1.323,0.37,0.165,0.205,0.992,1.57,1.861,0.838,0.719,0.871,1.323,0.37,0.165,0.205,0.992,66.761
1.573,1.928,0.842,0.719,0.868,1.409,0.388,0.178,0.21,1.073,1.573,1.928,0.842,0.719,0.868,1.409,0.388,0.178,0.21,1.073,66.761
1.561,1.911,0.838,0.719,0.86,1.396,0.375,0.167,0.208,1.064,1.561,1.911,0.838,0.719,0.86,1.396,0.375,0.167,0.208,1.064,66.219
1.549,1.909,0.83,0.706,0.868,1.391,0.367,0.157,0.21,1.05,1.549,1.909,0.83,0.706,0.868,1.391,0.367,0.157,0.21,1.05,66.761
1.545,1.914,0.831,0.713,0.847,1.433,0.394,0.17,0.224,1.082,1.545,1.914,0.831,0.713,0.847,1.433,0.394,0.17,0.224,1.082,65.521
1.566,1.881,0.847,0.711,0.874,1.348,0.372,0.182,0.19,1.011,1.566,1.881,0.847,0.711,0.874,1.348,0.372,0.182,0.19,1.011,68.964

0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332
0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,0.533,1.081,0.706,0.638,0.934,1.482,1.253,0.552,0.737,0.321,54.332

1.155,1.17,0.942,0.944,0.701,0.966,0.527,0.161,0.366,0.441,1.155,1.17,0.942,0.944,0.701,0.966,0.527,0.161,0.366,0.441,52.631
1.019,1.014,0.798,0.736,0.778,0.956,0.597,0.242,0.359,0.479,1.019,1.014,0.798,0.736,0.778,0.956,0.597,0.242,0.359,0.479,38.053
0.835,0.769,0.528,0.515,0.506,0.941,0.967,0.16,0.939,1.072,0.835,0.769,0.528,0.515,0.506,0.941,0.967,0.16,0.939,1.072,52.953
0.735,0.888,0.313,0.263,0.551,1.253,1.346,0.201,1.259,0.8,0.735,0.888,0.313,0.263,0.551,1.253,1.346,0.201,1.259,0.8,47.424
0.813,0.936,0.551,0.509,0.568,1.121,0.893,0.287,0.805,0.885,0.813,0.936,0.551,0.509,0.568,1.121,0.893,0.287,0.805,0.885,52.498
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,0.173,1.08,0.426,0.486,0.597,1.437,0.993,0.251,0.971,0.799,103.619
